Overall,Metric,Verbosity Control,Avg Answer Length,Std Answer Length,Best Score,Best Origin
False,rouge2_f1,Answer the student's question. Keep your answer short.,188.56666666666663,75.89496396702192,0.0426019036596402,train
False,rouge2_f1,Directly answer the student's question. Keep your answer short.,161.1,62.43415197897168,0.0596116524936658,train
False,rouge2_f1,"You are a highly skilled and patient AI tutor designed to assist me, the student, in discovering answers and mastering concepts. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",240.83333333333337,60.33301104886298,0.0623808276994085,train
False,rouge2_f1,"You are a highly skilled and patient AI tutor. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",254.83333333333337,60.079438153904945,0.058570114173775,train
True,rouge2_f1,"You are a highly skilled and patient AI tutor designed to assist me, the student, in discovering answers and mastering concepts. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",240.83333333333337,60.33301104886298,0.0623808276994085,train
False,rougeL_f1,Answer the student's question. Keep your answer short.,188.56666666666663,75.89496396702192,0.151531183042068,train
False,rougeL_f1,Directly answer the student's question. Keep your answer short.,161.1,62.43415197897168,0.1727917134729632,train
False,rougeL_f1,"You are a highly skilled and patient AI tutor designed to assist me, the student, in discovering answers and mastering concepts. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",240.83333333333337,60.33301104886298,0.1619299864119795,train
False,rougeL_f1,"You are a highly skilled and patient AI tutor. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",254.83333333333337,60.079438153904945,0.146458175609166,train
True,rougeL_f1,Directly answer the student's question. Keep your answer short.,161.1,62.43415197897168,0.1727917134729632,train
False,bert_f1,Answer the student's question. Keep your answer short.,188.56666666666663,75.89496396702192,0.1023317637523481,train
False,bert_f1,Directly answer the student's question. Keep your answer short.,161.1,62.43415197897168,0.1334525015515585,train
False,bert_f1,"You are a highly skilled and patient AI tutor designed to assist me, the student, in discovering answers and mastering concepts. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",240.83333333333337,60.33301104886298,0.1165671557188034,train
False,bert_f1,"You are a highly skilled and patient AI tutor. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",254.83333333333337,60.079438153904945,0.1172074399267633,train
True,bert_f1,Directly answer the student's question. Keep your answer short.,161.1,62.43415197897168,0.1334525015515585,train
False,similarity,Answer the student's question. Keep your answer short.,188.56666666666663,75.89496396702192,0.0700873984131083,train
False,similarity,Directly answer the student's question. Keep your answer short.,161.1,62.43415197897168,0.095575076388912,train
False,similarity,"You are a highly skilled and patient AI tutor designed to assist me, the student, in discovering answers and mastering concepts. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",240.83333333333337,60.33301104886298,0.0482080571304395,train
False,similarity,"You are a highly skilled and patient AI tutor. Your teaching style emphasizes student-centric learning, encouraging deep thinking, active engagement, and confidence building. Keep your answer short.",254.83333333333337,60.079438153904945,0.0320412156917333,train
True,similarity,Directly answer the student's question. Keep your answer short.,161.1,62.43415197897168,0.095575076388912,train
